"ElementName","DataType","Size","Required","ElementDescription","ValueRange","Notes","Aliases"
"mcs_wen_14tooths","Integer","","Recommended","Word endings, nouns. tooths","0;1","0 = No; 1 = Yes","MacWS_752,ii_c_14,say_tooths"
"mcs_wev_1ated","Integer","","Recommended","Word endings, verbs. ated","0;1","0 = No; 1 = Yes","MacWS_754,ii_c_15,say_ated"
"mcs_wev_2blewed","Integer","","Recommended","Word endings, verbs. blewed","0;1","0 = No; 1 = Yes","MacWS_755,ii_c_16,say_blewed"
"mcs_wev_3blowed","Integer","","Recommended","Word endings, verbs. blowed","0;1","0 = No; 1 = Yes","MacWS_756,ii_c_17,say_blowed"
"mcs_wev_4bringed","Integer","","Recommended","Word endings, verbs. bringed","0;1","0 = No; 1 = Yes","MacWS_757,ii_c_18,say_bringed"
"mcs_wev_5buyed","Integer","","Recommended","Word endings, verbs. buyed","0;1","0 = No; 1 = Yes","MacWS_758,ii_c_19,say_buyed"
"mcs_wev_6breaked","Integer","","Recommended","Word endings, verbs. breaked","0;1","0 = No; 1 = Yes","MacWS_759,ii_c_20,say_breaked"
"mcs_wev_7broked","Integer","","Recommended","Word endings, verbs. broked","0;1","0 = No; 1 = Yes","MacWS_760,ii_c_21,say_broked"
"mcs_wev_8camed","Integer","","Recommended","Word endings, verbs. camed","0;1","0 = No; 1 = Yes","MacWS_761,ii_c_22,say_camed"
"mcs_wev_9corned","Integer","","Recommended","Word endings, verbs. corned","0;1","0 = No; 1 = Yes","MacWS_762,ii_c_23,say_comed"
"mcs_wev_10doed","Integer","","Recommended","Word endings, verbs. doed","0;1","0 = No; 1 = Yes","MacWS_763,ii_c_24,say_doed"
"mcs_wev_11dranked","Integer","","Recommended","Word endings, verbs. dranked","0;1","0 = No; 1 = Yes","MacWS_764,ii_c_25,say_dranked"
"mcs_wev_12drinked","Integer","","Recommended","Word endings, verbs. drinked","0;1","0 = No; 1 = Yes","MacWS_765,ii_c_26,say_drinked"
"mcs_wev_13eated","Integer","","Recommended","Word endings, verbs. eated","0;1","0 = No; 1 = Yes","MacWS_766,ii_c_27,say_eated"
"mcs_wev_14failed","Integer","","Recommended","Word endings, verbs. falled","0;1","0 = No; 1 = Yes","MacWS_767,ii_c_28,say_falled"
"mcs_wev_15flied","Integer","","Recommended","Word endings, verbs. flied","0;1","0 = No; 1 = Yes","MacWS_768,ii_c_29,say_flied"
"mcs_wev_16getted","Integer","","Recommended","Word endings, verbs. getted","0;1","0 = No; 1 = Yes","MacWS_769,ii_c_30,say_getted"
"mcs_wev_17goed","Integer","","Recommended","Word endings, verbs. goed","0;1","0 = No; 1 = Yes","MacWS_770,ii_c_31,say_goed"
"mcs_wev_18gotted","Integer","","Recommended","Word endings, verbs. gotted","0;1","0 = No; 1 = Yes","MacWS_771,ii_c_32,say_gotted"
"mcs_wev_19haved","Integer","","Recommended","Word endings, verbs. haved","0;1","0 = No; 1 = Yes","MacWS_772,ii_c_33,say_haved"
"mcs_wev_20heared","Integer","","Recommended","Word endings, verbs. heared","0;1","0 = No; 1 = Yes","MacWS_773,ii_c_34,say_heared"
"mcs_wev_21holded","Integer","","Recommended","Word endings, verbs. holded","0;1","0 = No; 1 = Yes","MacWS_774,ii_c_35,say_holded"
"mcs_wev_22losed","Integer","","Recommended","Word endings, verbs. losed","0;1","0 = No; 1 = Yes","MacWS_775,ii_c_36,say_losed"
"mcs_wev_23losted","Integer","","Recommended","Word endings, verbs. losted","0;1","0 = No; 1 = Yes","MacWS_776,ii_c_37,say_losted"
"mcs_wev_24maked","Integer","","Recommended","Word endings, verbs. maked","0;1","0 = No; 1 = Yes","MacWS_777,ii_c_38,say_maked"
"mcs_wev_25ranned","Integer","","Recommended","Word endings, verbs. ranned","0;1","0 = No; 1 = Yes","MacWS_778,ii_c_39,say_ranned"
"mcs_wev_26runned","Integer","","Recommended","Word endings, verbs. runned","0;1","0 = No; 1 = Yes","MacWS_779,ii_c_40,say_runned"
"mcs_wev_27seed","Integer","","Recommended","Word endings, verbs. seed","0;1","0 = No; 1 = Yes","MacWS_780,ii_c_41,say_seed"
"mcs_wev_28satted","Integer","","Recommended","Word endings, verbs. satted","0;1","0 = No; 1 = Yes","MacWS_781,ii_c_42,say_satted"
"mcs_wev_29sitted","Integer","","Recommended","Word endings, verbs. sitted","0;1","0 = No; 1 = Yes","MacWS_782,ii_c_43,say_sitted"
"mcs_wev_30taked","Integer","","Recommended","Word endings, verbs. taked","0;1","0 = No; 1 = Yes","MacWS_783,ii_c_44,say_taked"
"mcs_wev_31wented","Integer","","Recommended","Word endings, verbs. wented","0;1","0 = No; 1 = Yes","MacWS_784,ii_c_45,say_wented"
"mcs_combine","Integer","","Recommended","Complexity. Has your child begun to combine words yet, such as ""nother cracker"" or ""doggie bite?"" If not yet, stop here.                     0=not yet, 1=sometimes, 2= often","0;1;2","0 = Not yet; 1 = Sometimes; 2 = Often","MacWS_785,combine_2_word,combining"
"mcs_ex1_r2","String","250","Recommended","MacArthur Words and Sentences: Example - list 3 longest sentences (sentence)","","","MacWS_786,ii_d_1,spch_sentence_1"
"mcs_ex1_len","Integer","","Recommended","MacArthur Words and Sentences: Example - list 3 longest sentences","","","ii_d_1_score"
"mcs_ex2_r2","String","250","Recommended","MacArthur Words and Sentences: Example - list 3 longest sentences (sentence)","","","MacWS_786a,ii_d_2,spch_sentence_2"
"mcs_ex2_len","Integer","","Recommended","MacArthur Words and Sentences: Example - list 3 longest sentences","","","ii_d_2_score"
"mcs_ex3_r2","String","250","Recommended","MacArthur Words and Sentences: Example - list 3 longest sentences (sentence)","","","MacWS_786b,ii_d_3,spch_sentence_3"
"mcs_ex3_len","Integer","","Recommended","MacArthur Words and Sentences: Example - list 3 longest sentences","","","ii_d_3_score"
"mcs_com_1shoes","Integer","","Recommended","Complexity. 1=two shoe               2=two shoes","0::2","1 = Two shoe; 2 = Two shoes; 0=neither","MacWS_788,ii_e_1"
"mcs_com_2foot","Integer","","Recommended","Complexity. 1=two foot                2=two feet","0::2","1 = Two foot. 2 = Two feet.; 0=neither","MacWS_789,ii_e_2"
"mcs_com_3daddycar","Integer","","Recommended","Complexity. 1=Daddy car             2=Daddy's car","0::2","1 = Daddy car. 2 = Daddy's car.; 0=neither","MacWS_790,ii_e_3"
"mcs_com_4kittysleep","Integer","","Recommended","Complexity. (Talking about something happening right now) 1=Kitty sleep             2=Kitty sleeping","0::2","1 = Kitty sleep. 2 = Kitty sleeping.; 0=neither","MacWS_791,ii_e_4"
"mcs_com_5tower","Integer","","Recommended","Complexity. (Talking about something happening right now)       1=I make tower             2=I making tower","0::2","1 = I make tower. 2 = I making tower.; 0=neither","MacWS_792,ii_e_5"
"mcs_com_6fall","Integer","","Recommended","Complexity. (Talking about something that already happened)    1=I fall down                  2=I fell down","0::2","1 = I fall down. 2 = I fell down.; 0=neither","MacWS_793,ii_e_6"
"mcs_com_7cookie","Integer","","Recommended","Complexity. 1=more cookie              2=more cookies","0::2","1 = More cookie. 2 = More cookies.; 0=neither","MacWS_794,ii_e_7"
"mcs_com_8tooth","Integer","","Recommended","Complexity. 1=these my tooth            2=these my teeth","0::2","1 = These my tooth. 2 = These my teeth.; 0=neither","MacWS_795,ii_e_8"
"mcs_com_9blanket","Integer","","Recommended","Complexity. 1=baby blanket             2=baby's blanket","0::2","1 = Baby blanket. 2 = Baby's blanket.; 0=neither","MacWS_796,ii_e_9"
"mcs_com_10doggie","Integer","","Recommended","Complexity. (Talking about something that already happened)    1= Doggie kiss me           2=Doggie kissed me.","0::2","1 = Doggie kiss me. 2 = Doggie kissed me.; 0=neither","MacWS_797,ii_e_10"
"mcs_com_11daddypick","Integer","","Recommended","Complexity. (Talking about something that already happened) 1=Daddy pick me up.               2=Daddy picked me up.","0::2","1 = Daddy pick me up. 2 = Daddy picked me up.; 0=neither","MacWS_798,ii_e_11"
"mcs_com_12kittygo","Integer","","Recommended","Complexity. (Talking about something that already happened) 1=Kitty go away              2=Kitty went away","0::2","1 = Kitty go away. 2 = Kitty went away.; 0=neither","MacWS_799,ii_e_12"
"mcs_com_13doggieon","Integer","","Recommended","Complexity. 1=Doggie table             2=doggie on table","0::2","1 = Doggie table. 2 = Doggie on table.; 0=neither","MacWS_800,ii_e_13"
"mcs_com_14truck","Integer","","Recommended","Complexity. 1=That my truck             2=That's my truck","0::2","1 = That my truck. 2 = That's my truck.; 0=neither","MacWS_801,ii_e_14"
"mcs_com_15baby","Integer","","Recommended","Complexity. 1=Baby crying           2=Baby is crying","0::2","1 = Baby crying. 2 = Baby is crying.; 0=neither","MacWS_802,ii_e_15"
"mcs_com_16fix","Integer","","Recommended","Complexity. 1=You fix it?            2=Can you fix it?","0::2","1 = You fix it? 2 = Can you fix it?; 0=neither","MacWS_803,ii_e_16"
"mcs_com_17mommyread","Integer","","Recommended","Complexity. 1=Read me story, Mommy.                 2=Read me a story, Mommy.","0::2","1 = Read me story, Mommy. 2 = Read me a story, Mommy.; 0=neither","MacWS_804,ii_e_17"
"mcs_com_18dollywash","Integer","","Recommended","Complexity. 1=No wash dolly.     2=Don't wash dolly.","0::2","1 = No wash dolly. 2 = Don't wash dolly.; 0=neither","MacWS_805,ii_e_18"
"mcs_com_19juice","Integer","","Recommended","Complexity. 1=Want more juice. 2=Want juice in there.","0::2","1 = Want more juice. 2 = Want juice in there.; 0=neither","MacWS_806,ii_e_19"
"mcs_com_20therekitty","Integer","","Recommended","Complexity. 1=There a kitty.   2=There's a kitty","0::2","1 = There a kitty. 2 = There's a kitty.; 0=neither","MacWS_807,ii_e_20"
"mcs_com_21byebye","Integer","","Recommended","Complexity. 1=Go bye-bye.     2=Wanna go bye-bye.","0::2","1 = Go bye-bye. 2 = Wanna go bye-bye.; 0=neither","MacWS_808,ii_e_21"
"mcs_com_22mommygo","Integer","","Recommended","Complexity. 1=Where mommy go? 2=Where did mommy go?","0::2","1 = Where mommy go? 2 = Where did mommy go?; 0=neither","MacWS_809,ii_e_22"
"mcs_com_23coffee","Integer","","Recommended","Complexity. 1=Coffee hot.           2=That coffee hot.","0::2","1 = Coffee hot. 2 = That coffee hot.; 0=neither","MacWS_810,ii_e_23"
"mcs_com_24nocando","Integer","","Recommended","Complexity. 1=I no do it.                  2=I can't do it.","0::2","1 = I no do it. 2 = I can't do it.; 0=neither","MacWS_811,ii_e_24"
"mcs_com_25likeread","Integer","","Recommended","Complexity. 1=I like read stories.       2=I like to read stories.","0::2","1 = I like read stories. 2 = I like to read stories.; 0=neither","MacWS_812,ii_e_25"
"mcs_com_26readbook","Integer","","Recommended","Complexity. 1=Don't read book.  2=Don't want you read that book.","0::2","1 = Don't read book. 2 = Don't want you read that book.; 0=neither","MacWS_813,ii_e_26"
"mcs_com_27light","Integer","","Recommended","Complexity. 1=Turn on light.         2=Turn on the light so I can see.","0::2","1 = Turn on light. 2 = Turn on the light so I can see.; 0=neither","MacWS_814,ii_e_27"
"mcs_com_28wantthat","Integer","","Recommended","Complexity. 1=I want that.                 2=I want that one you got.","0::2","1 = I want that. 2 = I want that one you got.; 0=neither","MacWS_815,ii_e_28"
"mcs_com_29wantcookies","Integer","","Recommended","Complexity. 1=Want cookies.     2=Want cookies and milk.","0::2","1 = Want cookies. 2 = Want cookies and milk.; 0=neither","MacWS_816,ii_e_29"
"mcs_com_30cookiemommy","Integer","","Recommended","Complexity. 1=Cookie Mommy. 2=Cookie for Mommy","0::2","1 = Cookie Mommy. 2 = Cookie for Mommy.; 0=neither","MacWS_817,ii_e_30"
"mcs_com_31babyeat","Integer","","Recommended","Complexity. 1=Babby want eat.  2=Baby want to eat.","0::2","1 = Baby want eat. 2 = Baby want to eat.; 0=neither","MacWS_818,ii_e_31"
"mcs_com_32lookitme","Integer","","Recommended","Complexity. 1=Lookit me!         2=Lookit me dancing!","0::2","1 = Lookit me! 2 = Lookit me dancing!; 0=neither","MacWS_819,ii_e_32"
"mcs_com_33lookitwhat","Integer","","Recommended","Complexity. 1=Lookit.               2=Lookit what I got!","0::2","1 = Lookit. 2 = Lookit what I got!; 0=neither","MacWS_820,ii_e_33"
"mcs_com_34wheredolly","Integer","","Recommended","Complexity. 1=Where's my dolly? 2=Where's my dolly name Sam?","0::2","1 = Where's my dolly? 2 = Where's my dolly name Sam?; 0=neither","MacWS_821,ii_e_34"
"mcs_com_35we","Integer","","Recommended","Complexity. 1=We made this.       2=Me and Paul made this.","0::2","1 = We made this. 2 = Me and Paul made this.; 0=neither","MacWS_822,ii_e_35"
"mcs_com_36singsong","Integer","","Recommended","Complexity. 1=I sing song.                2=I sing song for you.","0::2","1 = I sing song. 2 = I sing song for you.; 0=neither","MacWS_823,ii_e_36"
"mcs_com_37babysad","Integer","","Recommended","Complexity. 1=Baby crying.        2=Baby crying cuz she's sad.","0::2","1 = Baby crying. 2 = Baby crying cuz she's sad.; 0=neither","MacWS_824,ii_e_37"
"past_percent","Integer","","Recommended","Past Percent","0 :: 100","","PastPercent"
"future_percent","Integer","","Recommended","Future Percent","0 :: 100","","FuturePercent"
"absentoprod_percent","Integer","","Recommended","Absent object production Percent","0 :: 100","","AbsentObjectProductionPercent"
"absentocomp_percent","Integer","","Recommended","Absent object comprehension Percent","0 :: 100","","AbsentObjectcomprehensionPercent"
"absentowner_percent","Integer","","Recommended","Absent Owner Percent","0 :: 100","","AbsentOwnerPercent"
"plural_yn","String","3","Recommended","Plural","Yes;No","","Plural,plural_s"
"plural_percent","Integer","","Recommended","Plural Percent","0 :: 100","","PluralPercentage"
"possessive_yn","String","3","Recommended","Possessive","Yes;No","","Possessive"
"possessive_percent","Integer","","Recommended","Possessive Percent","0 :: 100","","PossessivePercentile"
"progressive_yn","String","3","Recommended","Progressive","Yes;No","","Progressive,possessive_s"
"progressive_percent","Integer","","Recommended","Progressive Percent","0 :: 100","","ProgressivePercentile"
"pasttense_yn","String","3","Recommended","Past tense","Yes;No","","PastTense,past_tense_ed"
"pasttense_percent","Integer","","Recommended","Past tense Percent","0 :: 100","","PastTensePercent"
"irregular_number","Integer","","Recommended","Irregular Number","0 :: 25","","IrregularWords"
"irregular_percentile","String","4","Recommended","Irregular Percentile","","","IrregularWordsPercentile"
"overregularized_number","Integer","","Recommended","Overregularized Number","0 :: 45","","OverregularizedWords"
"combining_yn","String","3","Recommended","Combining","Yes;No","","ChildCombining,combining"
"combining_percent","Integer","","Recommended","Combining Percent","0 :: 100","","OverregularizedWordsPercentile"
"word_endings_pctile","Integer","","Recommended","Word Endings Percentile","","","word_endings_percentile"
"word_sentence_part1a_na","Integer","","Recommended","My child does not say any of these words. ","0;1 ","0 = No; 1 = Yes",""
"version_form","String","100","Recommended","Form used/assessment name","","",""
"past","Integer","","Recommended","Yes if TALK_PAST_EVENTS = ""Sometimes"" or ""Often.""","0;1","0=No; 1=Yes",""
"future","Integer","","Recommended","Yes if TALK_FUTURE_EVENTS = ""Sometimes"" or ""Often.""","0;1","0=No; 1=Yes",""
"absent_object_production","Integer","","Recommended","Yes if TALK_OBJECT_PRESENT = ""Sometimes"" or ""Often.""","0;1","0=No; 1=Yes",""
"absent_object_comprehension","Integer","","Recommended","Yes if UNDERSTAND_ASK_NOT_ROOM = ""Sometimes"" or ""Often.""","0;1","0=No; 1=Yes",""
"absent_owner","Integer","","Recommended","Yes if TALK_OBJECT_BELONG = ""Sometimes"" or ""Often.""","0;1","0=No; 1=Yes",""
"progressive_ing","Integer","","Recommended","Yes if SAY_ACTION_ING = ""Sometimes"" or ""Often.""","0;1","0=No; 1=Yes",""
"word_endings","Integer","","Recommended","Word Endings counts","0::45","","word_endings_number"
"site","String","101","Recommended","Site","","Study Site",""
